"twitterUrl","id","text","retweet.text","retweetCount","replyCount","likeCount","quoteCount","createdAt","bookmarkCount","isRetweet","isQuote"
"https://twitter.com/DavidFlood01/status/1803362766935515223"," 1,803,362,766,935,510,000.00 ","@janninereid1 No","",0,0,0,0,"Wed Jun 19 09:42:43 +0000 2024",0,FALSE,FALSE
"https://twitter.com/cj9fsX2BwsqdDe/status/1803362742906265972"," 1,803,362,742,906,260,000.00 ","The United States must face the stubborn illness of the flood of domestic drugs https://t.co/VtFsKrNwl3","",0,0,0,0,"Wed Jun 19 09:42:37 +0000 2024",0,FALSE,FALSE
"https://twitter.com/FraserNabb84558/status/1803362600891142256"," 1,803,362,600,891,140,000.00 ","@daikimengg Send the flood.... Poor kitty... Sphinx Cats are the most fragile and loving breed. Sphinx cats are supposed to be groomed once a week and their skin heavily protected. I hate it here...","",0,0,0,0,"Wed Jun 19 09:42:03 +0000 2024",0,FALSE,FALSE
"https://twitter.com/darell_ward/status/1803362577730109701"," 1,803,362,577,730,100,000.00 ","@LeilaniDowding Labour will flood the country with migrants and give them all voting rights and these migrants are not going to vote for a party that wants to reduce migration.","",0,0,0,0,"Wed Jun 19 09:41:58 +0000 2024",0,FALSE,FALSE
"https://twitter.com/DavidFlood01/status/1803362567722770941"," 1,803,362,567,722,770,000.00 ","@GadSaad 💯","",0,0,0,0,"Wed Jun 19 09:41:55 +0000 2024",0,FALSE,FALSE
"https://twitter.com/nws_anywhere/status/1803362432565510446"," 1,803,362,432,565,510,000.00 ","TOP extends time of Flood Warning for Black Vermillion River near Frankfort [KS] till Jun 20, 9:03 PM CDT https://t.co/FAbhsIS3KN https://t.co/rv2RkNafn6","",0,0,0,0,"Wed Jun 19 09:41:23 +0000 2024",0,FALSE,FALSE
"https://twitter.com/Stormnut_/status/1803362432523575702"," 1,803,362,432,523,570,000.00 ","TOP extends time of Flood Warning for Black Vermillion River near Frankfort [KS] till Jun 20, 9:03 PM CDT https://t.co/EDvV9Pzpkd https://t.co/rvkeceUT3l","",0,0,0,0,"Wed Jun 19 09:41:23 +0000 2024",0,FALSE,FALSE
"https://twitter.com/Hurricaneman10/status/1803362432456466698"," 1,803,362,432,456,460,000.00 ","TOP extends time of Flood Warning for Black Vermillion River near Frankfort [KS] till Jun 20, 9:03 PM CDT https://t.co/VHt4UQre1c https://t.co/ZiwzBc7wii","",0,0,0,0,"Wed Jun 19 09:41:23 +0000 2024",0,FALSE,FALSE
"https://twitter.com/iembot_top/status/1803362432389361803"," 1,803,362,432,389,360,000.00 ","TOP extends time of Flood Warning for Black Vermillion River near Frankfort [KS] till Jun 20, 9:03 PM CDT https://t.co/L021nY7a8t https://t.co/3bwkyjuGQH","",0,0,0,0,"Wed Jun 19 09:41:23 +0000 2024",0,FALSE,FALSE
"https://twitter.com/FloodwarningsUS/status/1803362432351609045"," 1,803,362,432,351,600,000.00 ","TOP extends time of Flood Warning for Black Vermillion River near Frankfort [KS] till Jun 20, 9:03 PM CDT https://t.co/vohrr03sRE https://t.co/gjYRdjzK3O","",0,0,0,0,"Wed Jun 19 09:41:23 +0000 2024",0,FALSE,FALSE
"https://twitter.com/Hirn_aus_Hack/status/1803362313937854613"," 1,803,362,313,937,850,000.00 ","@artjomka @Use0815 @AusfahrtLeben Von wem die Waffen kommen ist doch vollkommen egal.
Die Ukraine hat natürlich das Recht, sich zu verteidigen.
Würdest Du Dich nicht verteidigen, wenn Dein Nachbar beginnt Deine Familie abzuschlachten und von seinem Grundstück Granaten auf Dein Haus wirft?","",0,0,1,0,"Wed Jun 19 09:40:55 +0000 2024",0,FALSE,FALSE
"https://twitter.com/_Cansu3/status/1803362287639470485"," 1,803,362,287,639,470,000.00 ","@mmuteyyim Bu flood da yazılanlar kime acaba,sormam yanlış olur mu?
Herhangi bir insana yazılmış izlenimi vermiyor merak ettim o yüzden.","",0,0,0,0,"Wed Jun 19 09:40:48 +0000 2024",0,FALSE,FALSE
"https://twitter.com/MidwestWeather3/status/1803362259063939253"," 1,803,362,259,063,930,000.00 ","LSX cancels Flood Warning for Mississippi River at Clarksville [MO] https://t.co/rhj6kF7afA https://t.co/yW1zFBFv4R","",0,0,0,0,"Wed Jun 19 09:40:42 +0000 2024",0,FALSE,FALSE
"https://twitter.com/iembot_lsx/status/1803362258678063296"," 1,803,362,258,678,060,000.00 ","LSX cancels Flood Warning for Mississippi River at Clarksville [MO] https://t.co/UO9O4NmYtZ https://t.co/CgHgBzvjKT","",0,0,0,0,"Wed Jun 19 09:40:41 +0000 2024",0,FALSE,FALSE
"https://twitter.com/nws_anywhere/status/1803362258195718177"," 1,803,362,258,195,710,000.00 ","LSX cancels Flood Warning for Mississippi River at Clarksville [MO] https://t.co/rcEEGi6G5p https://t.co/S2fUkQXaoe","",0,0,0,0,"Wed Jun 19 09:40:41 +0000 2024",0,FALSE,FALSE
"https://twitter.com/WX_SouthernIL/status/1803362258103443599"," 1,803,362,258,103,440,000.00 ","LSX cancels Flood Warning for Mississippi River at Clarksville [MO] https://t.co/wfwnCLHgWL https://t.co/nFxKbqpNik","",0,0,0,0,"Wed Jun 19 09:40:41 +0000 2024",0,FALSE,FALSE
"https://twitter.com/SevereWXAlerts/status/1803362258086711462"," 1,803,362,258,086,710,000.00 ","LSX cancels Flood Warning for Mississippi River at Clarksville [MO] https://t.co/rDTNBU2kBO https://t.co/01Sl4DCoN9","",0,0,0,0,"Wed Jun 19 09:40:41 +0000 2024",0,FALSE,FALSE
"https://twitter.com/onemo_twomo/status/1803362825303470416"," 1,803,362,825,303,470,000.00 ","このツイート読んで泣き言と受け取る読解力と感性なら生きてても何も楽しくないだろうに…

つまらない。","",0,0,0,0,"Wed Jun 19 09:42:57 +0000 2024",0,FALSE,TRUE
"https://twitter.com/uesugitakashi/status/1803362733150314583"," 1,803,362,733,150,310,000.00 ","N党寄付者ポスター掲示に反対　オンライン署名2万筆超(共同通信)
#Yahooニュース
https://t.co/KTaopvZxYx","",0,0,0,0,"Wed Jun 19 09:42:35 +0000 2024",0,FALSE,FALSE
"https://twitter.com/Nguyenthbo10005/status/1803362667769299175"," 1,803,362,667,769,290,000.00 ","@Fetch_ai @OVioHQ @axonexyz @dricity_ai @FungiAgent @redpill_gpt @statelessapi From NFT to BFF, thanks to AI! 🤖❤️ @GonesisAI @din_lol_ GODIN","",0,0,0,0,"Wed Jun 19 09:42:19 +0000 2024",0,FALSE,FALSE
"https://twitter.com/CryptoCookier/status/1803362666385154514"," 1,803,362,666,385,150,000.00 ","#btc aşağıda bahsettiğim bölgeye geldiğinde alım planım hazır⤵️

@decubate    0.040
@Chain_GPT 0.50
@port3 0.05
@script_network 0.010
@Edu3Labs 0.015
@FinceptorApp 0.05
@Poolz__ 1.90

💸Olası yükselişte +10x bekliyorum

#dot #sol #blum #pepe #not #doge
 https://t.co/o1V7y2LDqG","",1,0,2,0,"Wed Jun 19 09:42:19 +0000 2024",0,FALSE,TRUE
"https://twitter.com/CatGPT6/status/1803362581614145769"," 1,803,362,581,614,140,000.00 ","@BillboardChris People like that need physiological help. I feel so sorry they are getting brainwashed this way. If I was there parents I would be distraught. The Billion $ scam medical industry have a lot to answer for this scandalous pushing of things kids don’t need.","",0,0,0,0,"Wed Jun 19 09:41:58 +0000 2024",0,FALSE,FALSE
"https://twitter.com/tacrock1/status/1803362569446682670"," 1,803,362,569,446,680,000.00 ","チャットgptってもっと凄いのかと思ってた。ウェブにいくらでも情報があるのに、全然見てないし、ありきたりなことしか言わない。なのになんでアプリ課金？","",0,0,0,0,"Wed Jun 19 09:41:56 +0000 2024",0,FALSE,FALSE
"https://twitter.com/ssangssangbaaa/status/1803362545346158766"," 1,803,362,545,346,150,000.00 ","@Mm_0765 gpt","",0,0,0,0,"Wed Jun 19 09:41:50 +0000 2024",0,FALSE,FALSE
"https://twitter.com/MorelTom74000/status/1803362498940162344"," 1,803,362,498,940,160,000.00 ","@davduf Chat gpt n aurait pas fait mieux en guise de scénario.
Guignol","",0,0,0,0,"Wed Jun 19 09:41:39 +0000 2024",0,FALSE,FALSE
"https://twitter.com/KnowGPT/status/1803362468959592542"," 1,803,362,468,959,590,000.00 ","@kaankit Darbhanga ja rhi thi is point worth noting, but why every time such incidents happens with bihar","",0,0,0,0,"Wed Jun 19 09:41:32 +0000 2024",0,FALSE,FALSE
"https://twitter.com/Hirai_ChatGPT4/status/1803362467424416036"," 1,803,362,467,424,410,000.00 ","@yossuisan よっしーさんお疲れ様です(｡･ᴗ･)_🍵
ボクは自転車なのですぐに帰れます🚴","",0,0,0,0,"Wed Jun 19 09:41:31 +0000 2024",0,FALSE,FALSE
"https://twitter.com/Whoslorelai/status/1803362449589985485"," 1,803,362,449,589,980,000.00 ","@PrettyBonyEve Nah just use chat gpt","",0,0,0,0,"Wed Jun 19 09:41:27 +0000 2024",0,FALSE,FALSE
"https://twitter.com/jean_charles19/status/1803362420779266356"," 1,803,362,420,779,260,000.00 ","@ManesNadel T'as écrit ça sur Chat GPT !","",0,0,0,0,"Wed Jun 19 09:41:20 +0000 2024",0,FALSE,FALSE
"https://twitter.com/hiro_gamo/status/1803362396838437241"," 1,803,362,396,838,430,000.00 ","コストもだけどレイテンシー低くなるのはいいなあ…。
これGPTにも欲しい。","",0,0,2,0,"Wed Jun 19 09:41:14 +0000 2024",1,FALSE,TRUE
"https://twitter.com/mikeman4223/status/1803362380501389635"," 1,803,362,380,501,380,000.00 ","@Cesarfalante @fchollet @RyanPGreenblatt @TomDAAVID @AndrewTBurks @dwarkesh_sp Yeah but when the monkeys go from infinite to 5000, ppl are justified to wonder whether it's worth it to work for the next 5 years to reduce them to 100, or just wait for the next GPT.","",0,0,0,0,"Wed Jun 19 09:41:11 +0000 2024",0,FALSE,FALSE
"https://twitter.com/ChowGPT/status/1803362378454802796"," 1,803,362,378,454,800,000.00 ","@Vignesh123kvg @Rex_767 @BFilmy_Official 🤣🤣 https://t.co/kXIQxo55mu","",0,0,0,0,"Wed Jun 19 09:41:10 +0000 2024",0,FALSE,FALSE
"https://twitter.com/BeckyHughe31137/status/1803362376802066479"," 1,803,362,376,802,060,000.00 ","ChatGPT账号充值 ChatGPT下载 ChatGPT ChatGPT账号批发 GPT ChatGPT账号注册 ChatGPT账号购买 https://t.co/nKWwKio9x9","",9,0,9,0,"Wed Jun 19 09:41:10 +0000 2024",0,FALSE,FALSE
"https://twitter.com/GPT2026/status/1803362329146339778"," 1,803,362,329,146,330,000.00 ","@guilherme_amado Ta la pra isso","",0,0,0,0,"Wed Jun 19 09:40:58 +0000 2024",0,FALSE,FALSE
"https://twitter.com/StadtGpt/status/1803362315838038239"," 1,803,362,315,838,030,000.00 ","@RachelMoiselle Yeah they posted something similar in The NY Times. It’s not just erasing Mizrahi Jews but also what is Schnitzel? Is that Palestinian? Did they steal it from Germany? So dumb","",0,0,1,0,"Wed Jun 19 09:40:55 +0000 2024",0,FALSE,FALSE
"https://twitter.com/CurlyJo12/status/1803362312826265647"," 1,803,362,312,826,260,000.00 ","@ParrottTom Hell I recently found out chat gpt is pretty much a default for helping structure essays and phrasing things with people going through schooling currently. Sure it (mostly) gets re-written properly at the end but thats already a crazy influence","",0,0,1,0,"Wed Jun 19 09:40:54 +0000 2024",0,FALSE,FALSE
"https://twitter.com/AmoreDust/status/1803362260120903794"," 1,803,362,260,120,900,000.00 ","@AfifahZ13632454 Itu op nya nyoba chat gpt gitu kayanya, nanya dialog apa yg bakal di ucap sama (foto) baby shotaro nya. Chat gptnya jawabnya 이것 뭐에요 nya shotaro","",0,0,0,0,"Wed Jun 19 09:40:42 +0000 2024",0,FALSE,FALSE
"https://twitter.com/CNN/status/1803238032310501844"," 1,803,238,032,310,500,000.00 ","Baseball legend Willie Mays has died. The dynamic Hall of Famer, who shined in all facets of the game, was 93 years old. https://t.co/tiafmrGOjX https://t.co/mDwCi088Mg","",201,68,988,16,"Wed Jun 19 01:27:04 +0000 2024",13,FALSE,FALSE
"https://twitter.com/CNN/status/1803221991316488458"," 1,803,221,991,316,480,000.00 ","Eugene Vindman, a key figure at Donald Trump's first impeachment, will win his Democratic primary in Virginia, CNN projects https://t.co/Om5lM8ZuT4","",76,126,667,12,"Wed Jun 19 00:23:19 +0000 2024",5,FALSE,FALSE
"https://twitter.com/CNN/status/1803194704432869714"," 1,803,194,704,432,860,000.00 ","One year ago, the world watched in horror as the Titan tragedy unfolded. Now a sub is planning its own journey to the wreckage of the Titanic. https://t.co/Sa1KPVTbkX","",25,57,83,15,"Tue Jun 18 22:34:53 +0000 2024",4,FALSE,FALSE
"https://twitter.com/CNN/status/1803180311561244678"," 1,803,180,311,561,240,000.00 ","The Los Angeles school board will ban students from using cell phones during the school day. Questions loom on how to do it. https://t.co/3ZbbRo8faa","",34,78,220,12,"Tue Jun 18 21:37:42 +0000 2024",6,FALSE,FALSE
"https://twitter.com/CNN/status/1803178631335649784"," 1,803,178,631,335,640,000.00 ","The US has announced a major breakthrough in a crackdown against Chinese money laundering networks they say are working with Mexican drug cartels https://t.co/iAcqBBdAH7","",37,61,148,5,"Tue Jun 18 21:31:01 +0000 2024",5,FALSE,FALSE
"https://twitter.com/CNN/status/1803168149161824705"," 1,803,168,149,161,820,000.00 ","Nvidia has surpassed Microsoft and Apple to become the largest public company in the world https://t.co/fMQOdBnknH https://t.co/3Jb6vhwtxf","",99,50,368,17,"Tue Jun 18 20:49:22 +0000 2024",24,FALSE,FALSE
"https://twitter.com/CNN/status/1803156794593718428"," 1,803,156,794,593,710,000.00 ","President Biden has announced a new executive action protecting undocumented immigrant spouses and children of US citizens https://t.co/zy6LIfaMWB https://t.co/ato27872fs","",71,163,277,11,"Tue Jun 18 20:04:15 +0000 2024",7,FALSE,FALSE
"https://twitter.com/CNN/status/1803146088645296155"," 1,803,146,088,645,290,000.00 ","The shooter who opened fire in a Colorado LGBTQ+ nightclub in 2022, killing five people and injuring 19, has been sentenced in federal court to life in prison without the possibility of parole plus 190 years. https://t.co/WCpmiOPQqx https://t.co/r6C4SiTl3j","",98,85,371,12,"Tue Jun 18 19:21:43 +0000 2024",11,FALSE,FALSE
"https://twitter.com/CNN/status/1803136353741213937"," 1,803,136,353,741,210,000.00 ","Massachusetts' 911 system is down statewide. Boston Fire Department advises residents to pull the nearest fire box in an emergency. https://t.co/wreqzp5zR0","",60,61,132,24,"Tue Jun 18 18:43:02 +0000 2024",5,FALSE,FALSE
"https://twitter.com/CNN/status/1803133985708552681"," 1,803,133,985,708,550,000.00 ","Outgoing Boeing chief Dave Calhoun is testifying in the wake of new whistleblower allegations about safety concerns. Follow live updates. https://t.co/mWcAFiGozs","",20,49,83,4,"Tue Jun 18 18:33:37 +0000 2024",2,FALSE,FALSE
"https://twitter.com/CNN/status/1803127718587859450"," 1,803,127,718,587,850,000.00 ","Vladimir Putin lands in North Korea for a rare visit and is expected to meet Kim Jong Un as he seeks a boost in Russia's war against Ukraine https://t.co/nJD9Jh3Tjc","",53,116,188,11,"Tue Jun 18 18:08:43 +0000 2024",9,FALSE,FALSE
"https://twitter.com/CNN/status/1803068220003246215"," 1,803,068,220,003,240,000.00 ","New York's highest court declines to hear Trump's appeal of the gag order that remains in effect in his criminal hush money case
https://t.co/2PhW5DTxyn","",114,201,784,17,"Tue Jun 18 14:12:17 +0000 2024",13,FALSE,FALSE
"https://twitter.com/CNN/status/1803061496890417650"," 1,803,061,496,890,410,000.00 ","Justin Timberlake is in police custody after he was arrested in New York for allegedly driving while intoxicated, authorities tell CNN
https://t.co/ipgv6Sv1II","",131,287,598,62,"Tue Jun 18 13:45:34 +0000 2024",42,FALSE,FALSE
"https://twitter.com/CNN/status/1802989283365572961"," 1,802,989,283,365,570,000.00 ","Thailand will become the first nation in Southeast Asia to legalize same-sex marriage after the kingdom's Senate approved a marriage equality bill.

Read more: https://t.co/KvQaoWtiR7 https://t.co/IjtfDIbT1b","",13376,245,16594,650,"Tue Jun 18 08:58:37 +0000 2024",516,FALSE,FALSE
"https://twitter.com/CNN/status/1802907154094969006"," 1,802,907,154,094,960,000.00 ","The Boston Celtics beat the Dallas Mavericks 106-88 in Game 5 of the NBA Finals in Boston to win the series 4-1 and secure their league-record 18th title https://t.co/5RkurwOavl","",63,91,381,5,"Tue Jun 18 03:32:16 +0000 2024",9,FALSE,FALSE
"https://twitter.com/CNN/status/1802841564198092944"," 1,802,841,564,198,090,000.00 ","Boeing CEO Dave Calhoun plans to apologize for the company's recent safety failures and admit to problems with its culture in upcoming Senate testimony https://t.co/KS9bgRwS77","",62,139,186,12,"Mon Jun 17 23:11:38 +0000 2024",3,FALSE,FALSE
"https://twitter.com/CNN/status/1802825228575252484"," 1,802,825,228,575,250,000.00 ","The first tropical storm watch of what's expected to be a hyperactive hurricane season is in effect in Texas and Mexico as a storm develops https://t.co/gnFqjH3ESl","",62,82,175,7,"Mon Jun 17 22:06:44 +0000 2024",3,FALSE,FALSE
"https://twitter.com/CNN/status/1802664651664048495"," 1,802,664,651,664,040,000.00 ","Putin is set to travel to North Korea on Tuesday, the Kremlin says, in the latest sign of deepening ties between Moscow and Pyongyang
https://t.co/jYDcN4zkqp","",122,347,380,21,"Mon Jun 17 11:28:39 +0000 2024",19,FALSE,FALSE
"https://twitter.com/CNN/status/1802654202495225886"," 1,802,654,202,495,220,000.00 ","The US Surgeon General wants warning labels like those on cigarettes to be placed on social media apps, citing the mental health crisis among teens
https://t.co/fObBDDqDu4","",108,139,525,18,"Mon Jun 17 10:47:08 +0000 2024",15,FALSE,FALSE
"https://twitter.com/elonmusk/status/1803338306156994787"," 1,803,338,306,156,990,000.00 ","RT @SpaceX: Falcon 9 delivers 20 @Starlink  satellites to orbit from California https://t.co/cIxiifeAGj","Falcon 9 delivers 20 @Starlink  satellites to orbit from California https://t.co/cIxiifeAGj",723,391,5944,46,"Wed Jun 19 08:05:31 +0000 2024",100,TRUE,FALSE
"https://twitter.com/elonmusk/status/1803152235108692123"," 1,803,152,235,108,690,000.00 ","TRUE","",12011,6737,102375,531,"Tue Jun 18 19:46:08 +0000 2024",847,FALSE,TRUE
"https://twitter.com/elonmusk/status/1803083203244150928"," 1,803,083,203,244,150,000.00 ","RT @MarioNawfal: 🚨🇺🇸MORGAN FREEMAN TO ELON: WHY MARS?
(AUG 2014)

Morgan: 

""What about Mars makes it even plausible?""

@elonmusk : 

""Mars…","🚨🇺🇸MORGAN FREEMAN TO ELON: WHY MARS?
(AUG 2014)

Morgan: 

""What about Mars makes it even plausible?""

@elonmusk : 

""Mars is similar in a lot of ways to Earth. 

One could call it a fixer-upper of a planet. 

It is possible to establish life as we know it on Mars.

If you were to warm Mars up and convert the carbon dioxide atmosphere to oxygen, which plants do naturally, over time, we could make Mars look a lot like Earth.""

Source: Sci, Revelations Entertainment",2149,1289,13917,156,"Tue Jun 18 15:11:49 +0000 2024",1120,TRUE,FALSE
"https://twitter.com/elonmusk/status/1803077464463114479"," 1,803,077,464,463,110,000.00 ","Article about Tesla Powerwall 3","",4218,2056,32097,160,"Tue Jun 18 14:49:01 +0000 2024",774,FALSE,TRUE
"https://twitter.com/elonmusk/status/1803076707538071575"," 1,803,076,707,538,070,000.00 ","The federal government is spending America into oblivion","",26222,10680,140191,11480,"Tue Jun 18 14:46:01 +0000 2024",2562,FALSE,TRUE
"https://twitter.com/elonmusk/status/1803076200404787500"," 1,803,076,200,404,780,000.00 ","RT @cb_doge: Publish your articles directly on this platform for greater reach. Your 𝕏 articles are also indexed by search engines.

via @n…","Publish your articles directly on this platform for greater reach. Your 𝕏 articles are also indexed by search engines.

via @nima_owji https://t.co/PAUqtj4Hob",583,360,3340,28,"Tue Jun 18 14:44:00 +0000 2024",148,TRUE,FALSE
